nb,Parasite,Host,site,PSR,Type,,,,,,
9509,Entamoeba histolytica,Macaca mulatta,Northwest India,0,Protozoa,1,0,0,1,0,0
3127,Respirovirus Human parainfluenza virus 1,Macaca mulatta,Uttar Pradesh,0.01,Virus,1,0,0,0,0,0
5511,Respirovirus Human parainfluenza virus 1,Macaca mulatta,Uttar Pradesh,0.1,Virus,1,0,0,0,0,0
5571,Respirovirus Human parainfluenza virus 1,Macaca mulatta,Uttar Pradesh,0,Virus,1,0,0,0,0,0
3129,Respirovirus Human parainfluenza virus 3,Macaca mulatta,Uttar Pradesh,0.26,Virus,1,0,0,0,0,0
5513,Respirovirus Human parainfluenza virus 3,Macaca mulatta,Uttar Pradesh,0.9,Virus,1,0,0,0,0,0
5573,Respirovirus Human parainfluenza virus 3,Macaca mulatta,Uttar Pradesh,0.11,Virus,1,0,0,0,0,0
3134,Enterovirus Enterovirus C,Macaca mulatta,Uttar Pradesh,0,Virus,1,,,1,0,0
5518,Enterovirus Enterovirus C,Macaca mulatta,Uttar Pradesh,0,Virus,1,,,1,0,0
5578,Enterovirus Enterovirus C,Macaca mulatta,Uttar Pradesh,0,Virus,1,,,1,0,0
9510,Entamoeba dispar,Macaca mulatta,Northwest India,0,Protozoa,1,0,0,1,0,0
3089,Brugia malayi,Macaca mulatta,Chittagong,0.077,Helminth,0,0,0,0,1,0
9500,Entamoeba sp.,Macaca mulatta,Chandigarh,0.782,Protozoa,0,0,0,0,0,0
9501,Entamoeba sp.,Macaca mulatta,Himachal Pradesh,0.689,Protozoa,0,0,0,0,0,0
9502,Entamoeba sp.,Macaca mulatta,Kurali,0.826,Protozoa,0,0,0,0,0,0
9503,Entamoeba sp.,Macaca mulatta,Haryana,0.867,Protozoa,0,0,0,0,0,0
1348,Oesophagostomum bifurcum,Macaca mulatta,India,,Helminth,0,0,0,1,0,0
2155,Enterobius macaci,Macaca mulatta,"Yunnan, India",,Helminth,1,0,0,1,0,0
3126,Polyomavirus Simian agent virus 40,Macaca mulatta,Uttar Pradesh,0.3,Virus,1,0,1,0,0,0
5510,Polyomavirus Simian agent virus 40,Macaca mulatta,Uttar Pradesh,1,Virus,1,0,1,0,0,0
5570,Polyomavirus Simian agent virus 40,Macaca mulatta,Uttar Pradesh,0.2,Virus,1,0,1,0,0,0
2015,Plasmodium inui,Macaca mulatta,BANGLADESH,0.1,Protozoa,0,0,0,0,1,0
3124,Flavivirus Dengue virus,Macaca mulatta,Uttar Pradesh,0,Virus,0,0,0,0,1,0
5508,Flavivirus Dengue virus,Macaca mulatta,Uttar Pradesh,0,Virus,0,0,0,0,1,0
5568,Flavivirus Dengue virus,Macaca mulatta,Uttar Pradesh,0,Virus,0,0,0,0,1,0
3128,Rubulavirus Human parainfluenza virus 2,Macaca mulatta,Uttar Pradesh,0.01,Virus,1,0,0,0,0,0
5512,Rubulavirus Human parainfluenza virus 2,Macaca mulatta,Uttar Pradesh,0,Virus,1,0,0,0,0,0
5572,Rubulavirus Human parainfluenza virus 2,Macaca mulatta,Uttar Pradesh,0.02,Virus,1,0,0,0,0,0
5591,Enterovirus sp.,Macaca mulatta,Lucknow,,Virus,1,0,0,1,0,0
3731,Simplexvirus Cercopithecine herpesvirus 1,Macaca mulatta,Swoyambhu,0.641,Virus,1,1,0,0,0,0
5424,Simplexvirus Cercopithecine herpesvirus 1,Macaca mulatta,Swoyambhu,0.647,Virus,1,1,0,0,0,0
5460,Simplexvirus Cercopithecine herpesvirus 1,Macaca mulatta,Swoyambhu,0.636,Virus,1,1,0,0,0,0
5523,Simplexvirus Cercopithecine herpesvirus 1,Macaca mulatta,Swoyambhu,1,Virus,1,1,0,0,0,0
5583,Simplexvirus Cercopithecine herpesvirus 1,Macaca mulatta,Swoyambhu,0.3,Virus,1,1,0,0,0,0
3729,Cytomegalovirus Macacine betaherpesvirus 3,Macaca mulatta,Swoyambhu,0.949,Virus,1,1,1,0,0,0
5422,Cytomegalovirus Macacine betaherpesvirus 3,Macaca mulatta,Swoyambhu,0.941,Virus,1,1,1,0,0,0
5458,Cytomegalovirus Macacine betaherpesvirus 3,Macaca mulatta,Swoyambhu,0.955,Virus,1,1,1,0,0,0
5521,Cytomegalovirus Macacine betaherpesvirus 3,Macaca mulatta,Swoyambhu,1,Virus,1,1,1,0,0,0
5581,Cytomegalovirus Macacine betaherpesvirus 3,Macaca mulatta,Swoyambhu,0.9,Virus,1,1,1,0,0,0
3732,Spumavirus Simian foamy virus,Macaca mulatta,Swoyambhu,0.974,Virus,1,1,1,0,0,0
5425,Spumavirus Simian foamy virus,Macaca mulatta,Swoyambhu,0.941,Virus,1,1,1,0,0,0
5461,Spumavirus Simian foamy virus,Macaca mulatta,Swoyambhu,1,Virus,1,1,1,0,0,0
5524,Spumavirus Simian foamy virus,Macaca mulatta,Swoyambhu,1,Virus,1,1,1,0,0,0
5584,Spumavirus Simian foamy virus,Macaca mulatta,Swoyambhu,0.95,Virus,1,1,1,0,0,0
3730,Polyomavirus Simian agent virus 40,Macaca mulatta,Swoyambhu,0.897,Virus,1,0,1,0,0,0
5423,Polyomavirus Simian agent virus 40,Macaca mulatta,Swoyambhu,0.941,Virus,1,0,1,0,0,0
5459,Polyomavirus Simian agent virus 40,Macaca mulatta,Swoyambhu,0.864,Virus,1,0,1,0,0,0
5522,Polyomavirus Simian agent virus 40,Macaca mulatta,Swoyambhu,0.947,Virus,1,0,1,0,0,0
5582,Polyomavirus Simian agent virus 40,Macaca mulatta,Swoyambhu,0.85,Virus,1,0,1,0,0,0
5588,Rhinovirus human rhinovirus 30,Macaca mulatta,Lucknow,0,Virus,1,0,0,0,0,0
5598,Rubulavirus Parainfluenza virus 5,Macaca mulatta,Lucknow,0.128,Virus,1,0,0,0,0,0
9494,Giardia intestinalis,Macaca mulatta,Chandigarh,0.455,Protozoa,0,0,0,1,0,0
9495,Giardia intestinalis,Macaca mulatta,Himachal Pradesh,0.164,Protozoa,0,0,0,1,0,0
9496,Giardia intestinalis,Macaca mulatta,Kurali,0.326,Protozoa,0,0,0,1,0,0
9497,Giardia intestinalis,Macaca mulatta,Haryana,0.167,Protozoa,0,0,0,1,0,0
7545,Cyclospora cayetanensis,Macaca mulatta,NEPAL,,Protozoa,0,,,1,0,0
7846,Simian retrovirus 1,Macaca mulatta,BANGLADESH,0,Virus,1,,1,1,,
9538,Entamoeba moshkovskii,Macaca mulatta,Northwest India,0,Protozoa,,,,1,0,0
22,Plasmodium cynomolgi,Macaca nemestrina,Port Dickson,,Protozoa,0,0,0,0,1,0
479,Plasmodium cynomolgi,Macaca nemestrina,Java,,Protozoa,0,0,0,0,1,0
1799,Plasmodium cynomolgi,Macaca nemestrina,Perak,,Protozoa,0,0,0,0,1,0
2017,Plasmodium cynomolgi,Macaca nemestrina,MALAYSIA,0.04,Protozoa,0,0,0,0,1,0
7161,Plasmodium cynomolgi,Macaca nemestrina,Kapit Division ,0.346,Protozoa,0,0,0,0,1,0
1800,Plasmodium fieldi,Macaca nemestrina,Kuala Selangor,,Protozoa,0,0,0,0,1,0
2018,Plasmodium fieldi,Macaca nemestrina,Selangor,,Protozoa,0,0,0,0,1,0
7162,Plasmodium fieldi,Macaca nemestrina,Kapit Division ,0,Protozoa,0,0,0,0,1,0
419,Deltaretrovirus Primate T-lymphotropic virus 1,Macaca nemestrina,Sumatra,0.13,Virus,1,1,1,0,0,0
2750,Brugia pahangi,Macaca nemestrina,Pahang,0,Helminth,0,0,0,0,1,0
1407,Treponema pallidum,Macaca nemestrina,ASIA,0,Bacteria,1,1,0,0,0,0
2217,Trypanosoma conorhini,Macaca nemestrina,INDONESIA,,Protozoa,0,0,0,0,1,0
3279,Trypanosoma cyclops,Macaca nemestrina,MALAYSIA,,Protozoa,0,0,0,0,1,0
7164,Plasmodium coatneyi,Macaca nemestrina,Kapit Division ,0.346,Protozoa,0,0,0,0,1,0
2016,Hepatocystis semnopitheci,Macaca nemestrina,Port Dickson,0.17,Protozoa,0,0,0,0,1,0
2749,Brugia malayi,Macaca nemestrina,Pahang,0,Helminth,0,0,0,0,1,0
287,Deltaretrovirus sp.,Macaca nemestrina,Malay Peninsula,0,Virus,1,1,1,0,0,0
1802,Plasmodium knowlesi,Macaca nemestrina,MALAYSIA,,Protozoa,0,0,0,0,1,0
7165,Plasmodium knowlesi,Macaca nemestrina,Kapit Division ,0.5,Protozoa,0,0,0,0,1,0
1748,Varicellovirus Cercopithecine alphaherpesvirus 9,Macaca nemestrina,MALAYSIA,,Virus,1,0,0,0,0,0
24,Plasmodium inui,Macaca nemestrina,Borneo,,Protozoa,0,0,0,0,1,0
1801,Plasmodium inui,Macaca nemestrina,Sumatra,,Protozoa,0,0,0,0,1,0
2019,Plasmodium inui,Macaca nemestrina,MALAYSIA,0.15,Protozoa,0,0,0,0,1,0
7163,Plasmodium inui,Macaca nemestrina,Kapit Division ,0.769,Protozoa,0,0,0,0,1,0
4658,Trypanosoma conorhini,Macaca nemestrina,INDONESIA,,Protozoa,0,0,0,0,1,0
4660,Trypanosoma cyclops,Macaca nemestrina,MALAYSIA,,Protozoa,0,0,0,0,1,0
2022,Plasmodium cynomolgi,Macaca radiata,Nilgiri Hills,,Protozoa,0,0,0,0,1,0
3007,Flavivirus Tick-borne encephalitis virus,Macaca radiata,Kyasanur,,Virus,0,,,0,1,0
1743,Reovirus sp.,Macaca radiata,Shimoga,0.86,Virus,1,0,0,0,0,0
2923,Leptospira sp.,Macaca radiata,INDIA,0.04,Bacteria,0,0,0,0,0,0
472,Hepatocystis semnopitheci,Macaca radiata,Poona,0.17,Protozoa,0,0,0,0,1,0
15,Morbillivirus Measles virus,Macaca radiata,Shimoga,0,Virus,1,0,0,0,0,0
1805,Plasmodium fragile,Macaca radiata,Nilgiri Hills,0.69,Protozoa,0,0,0,0,1,0
2023,Plasmodium fragile,Macaca radiata,Nilgiri Hills,0.69,Protozoa,0,0,0,0,1,0
2024,Plasmodium fragile,Macaca radiata,Nilgiri Hills,0.09,Protozoa,0,0,0,0,1,0
2393,Plasmodium fragile,Macaca radiata,INDIA,,Protozoa,0,0,0,0,1,0
2521,Flavivirus Tick-borne encephalitis virus,Macaca radiata,Kyasanur,,Virus,0,,,0,1,0
1909,Flavivirus Tick-borne encephalitis virus,Macaca radiata,Kyasanur,,Virus,0,,,0,1,0
2052,Flavivirus Tick-borne encephalitis virus,Macaca radiata,Ulavi,,Virus,0,,,0,1,0
2025,Plasmodium inui,Macaca radiata,INDIA,,Protozoa,0,0,0,0,1,0
477,Plasmodium inui,Macaca radiata,Nilgiri Hills,,Protozoa,0,0,0,0,1,0
2942,Plasmodium inui,Macaca radiata,Nilgiri Hills,,Protozoa,0,0,0,0,1,0
5590,Enterovirus sp.,Macaca radiata,Shimoga,,Virus,1,0,0,1,0,0
5596,Rubulavirus Parainfluenza virus 5,Macaca radiata,Shimoga,0.104,Virus,1,0,0,0,0,0
1807,Plasmodium cynomolgi,Macaca sinica,SRI LANKA,,Protozoa,0,0,0,0,1,0
2026,Plasmodium cynomolgi,Macaca sinica,SRI LANKA,,Protozoa,0,0,0,0,1,0
3037,Plasmodium cynomolgi,Macaca sinica,Polonnaruwa,,Protozoa,0,0,0,0,1,0
3028,Flavivirus Japanese encephalitis,Macaca sinica,Polonnaruwa,0.017,Virus,0,0,0,0,1,0
3026,Alphavirus Sindbis virus,Macaca sinica,Polonnaruwa,0,Virus,0,0,0,0,1,0
3022,Orthobunyavirus California encephalitis orthobunyavirus,Macaca sinica,Polonnaruwa,0,Virus,0,0,0,0,1,0
3023,Orthobunyavirus California encephalitis orthobunyavirus,Macaca sinica,Polonnaruwa,0.08,Virus,0,0,0,0,1,0
3020,Orthobunyavirus Bunyamwera orthobunyavirus,Macaca sinica,Polonnaruwa,0.009,Virus,0,0,0,0,1,0
10573,Cryptosporidium parvum,Macaca sinica,Polonnaruwa,,Protozoa,1,0,0,1,0,0
5965,Entamoeba coli,Macaca sinica,Polonnaruwa,0.43,Protozoa,1,0,0,1,0,0
5966,Entamoeba coli,Macaca sinica,Polonnaruwa,0.62,Protozoa,1,0,0,1,0,0
5967,Entamoeba coli,Macaca sinica,Polonnaruwa,0.55,Protozoa,1,0,0,1,0,0
5968,Entamoeba coli,Macaca sinica,Polonnaruwa,0.48,Protozoa,1,0,0,1,0,0
6095,Entamoeba coli,Macaca sinica,Polonnaruwa,0.517,Protozoa,1,0,0,1,0,0
2029,Plasmodium simiovale,Macaca sinica,SRI LANKA,,Protozoa,0,0,0,0,1,0
3029,Flavivirus West Nile Virus,Macaca sinica,Polonnaruwa,0.06,Virus,0,0,0,0,1,0
7991,Entamoeba sp.,Macaca sinica,SRI LANKA,0.07,Protozoa,0,0,0,0,0,0
1836,Plasmodium sp.,Macaca sinica,Puttalam,,Protozoa,0,0,0,0,1,0
1808,Plasmodium fragile,Macaca sinica,SRI LANKA,,Protozoa,0,0,0,0,1,0
2027,Plasmodium fragile,Macaca sinica,SRI LANKA,,Protozoa,0,0,0,0,1,0
2394,Plasmodium fragile,Macaca sinica,SRI LANKA,,Protozoa,0,0,0,0,1,0
3024,Orthobunyavirus California encephalitis orthobunyavirus,Macaca sinica,Polonnaruwa,0,Virus,0,0,0,0,1,0
3021,Orthobunyavirus California encephalitis orthobunyavirus,Macaca sinica,Polonnaruwa,0.12,Virus,0,0,0,0,1,0
3030,Vesiculovirus New Jersey vesiculovirus,Macaca sinica,Polonnaruwa,0.017,Virus,0,0,0,0,1,0
5973,Entamoeba hartmanni,Macaca sinica,Polonnaruwa,0.23,Protozoa,1,0,0,1,0,0
5974,Entamoeba hartmanni,Macaca sinica,Polonnaruwa,0.21,Protozoa,1,0,0,1,0,0
5975,Entamoeba hartmanni,Macaca sinica,Polonnaruwa,0.19,Protozoa,1,0,0,1,0,0
5976,Entamoeba hartmanni,Macaca sinica,Polonnaruwa,0.26,Protozoa,1,0,0,1,0,0
6097,Entamoeba hartmanni,Macaca sinica,Polonnaruwa,0.236,Protozoa,1,0,0,1,0,0
7990,Escherichia coli,Macaca sinica,SRI LANKA,0.25,Bacteria,1,0,0,1,0,0
5961,Balantidium coli,Macaca sinica,Polonnaruwa,0.15,Protozoa,1,0,0,1,0,0
5962,Balantidium coli,Macaca sinica,Polonnaruwa,0.12,Protozoa,1,0,0,1,0,0
5963,Balantidium coli,Macaca sinica,Polonnaruwa,0.08,Protozoa,1,0,0,1,0,0
5964,Balantidium coli,Macaca sinica,Polonnaruwa,0.19,Protozoa,1,0,0,1,0,0
6094,Balantidium coli,Macaca sinica,Polonnaruwa,0.135,Protozoa,1,0,0,1,0,0
2218,Babesia cellii,Macaca sinica,SRI LANKA,,Protozoa,0,0,0,0,1,0
2028,Plasmodium inui,Macaca sinica,SRI LANKA,,Protozoa,0,0,0,0,1,0
234,Deltaretrovirus sp.,Macaca sinica,SRI LANKA,0.175,Virus,1,1,1,0,0,0
5396,Deltaretrovirus sp.,Macaca sinica,SRI LANKA,0.188,Virus,1,1,1,0,0,0
5432,Deltaretrovirus sp.,Macaca sinica,SRI LANKA,0.168,Virus,1,1,1,0,0,0
5468,Deltaretrovirus sp.,Macaca sinica,SRI LANKA,0.267,Virus,1,1,1,0,0,0
5531,Deltaretrovirus sp.,Macaca sinica,SRI LANKA,0.071,Virus,1,1,1,0,0,0
7992,Trichuris sp.,Macaca sinica,SRI LANKA,0.22,Helminth,0,0,0,1,0,0
3025,Alphavirus Chikungunya virus,Macaca sinica,Polonnaruwa,0,Virus,0,0,0,0,1,0
3027,Flavivirus Dengue virus,Macaca sinica,Polonnaruwa,0.94,Virus,0,0,0,0,1,0
5949,Strongyloides sp.,Macaca sinica,Polonnaruwa,0.34,Helminth,0,0,0,1,0,0
5950,Strongyloides sp.,Macaca sinica,Polonnaruwa,0.24,Helminth,0,0,0,1,0,0
5951,Strongyloides sp.,Macaca sinica,Polonnaruwa,0.25,Helminth,0,0,0,1,0,0
5952,Strongyloides sp.,Macaca sinica,Polonnaruwa,0.33,Helminth,0,0,0,1,0,0
6091,Strongyloides sp.,Macaca sinica,Polonnaruwa,0.292,Helminth,0,0,0,1,0,0
5937,Cryptosporidium sp.,Macaca sinica,Polonnaruwa,0.26,Protozoa,1,,,1,,
5938,Cryptosporidium sp.,Macaca sinica,Polonnaruwa,0.32,Protozoa,1,,,1,,
5939,Cryptosporidium sp.,Macaca sinica,Polonnaruwa,0.33,Protozoa,1,,,1,,
5940,Cryptosporidium sp.,Macaca sinica,Polonnaruwa,0.26,Protozoa,1,,,1,,
5945,Enterobius sp.,Macaca sinica,Polonnaruwa,0.7,Helminth,1,0,0,1,0,0
5946,Enterobius sp.,Macaca sinica,Polonnaruwa,0.31,Helminth,1,0,0,1,0,0
5947,Enterobius sp.,Macaca sinica,Polonnaruwa,0.49,Helminth,1,0,0,1,0,0
5948,Enterobius sp.,Macaca sinica,Polonnaruwa,0.55,Helminth,1,0,0,1,0,0
6090,Enterobius sp.,Macaca sinica,Polonnaruwa,0.517,Helminth,1,0,0,1,0,0
5953,Trichuris sp.,Macaca sinica,Polonnaruwa,0.08,Helminth,0,0,0,1,0,0
5954,Trichuris sp.,Macaca sinica,Polonnaruwa,0.09,Helminth,0,0,0,1,0,0
5955,Trichuris sp.,Macaca sinica,Polonnaruwa,0.11,Helminth,0,0,0,1,0,0
5956,Trichuris sp.,Macaca sinica,Polonnaruwa,0.07,Helminth,0,0,0,1,0,0
6092,Trichuris sp.,Macaca sinica,Polonnaruwa,0.09,Helminth,0,0,0,1,0,0
5957,Iodamoeba sp.,Macaca sinica,Polonnaruwa,0.25,Protozoa,0,0,0,0,0,0
5958,Iodamoeba sp.,Macaca sinica,Polonnaruwa,0.26,Protozoa,0,0,0,0,0,0
5959,Iodamoeba sp.,Macaca sinica,Polonnaruwa,0.28,Protozoa,0,0,0,0,0,0
5960,Iodamoeba sp.,Macaca sinica,Polonnaruwa,0.24,Protozoa,0,0,0,0,0,0
6093,Iodamoeba sp.,Macaca sinica,Polonnaruwa,0.258,Protozoa,0,0,0,0,0,0
5969,Chilomastix sp.,Macaca sinica,Polonnaruwa,0.17,Protozoa,0,0,0,0,0,0
5970,Chilomastix sp.,Macaca sinica,Polonnaruwa,0.07,Protozoa,0,0,0,0,0,0
5971,Chilomastix sp.,Macaca sinica,Polonnaruwa,0.06,Protozoa,0,0,0,0,0,0
5972,Chilomastix sp.,Macaca sinica,Polonnaruwa,0.19,Protozoa,0,0,0,0,0,0
6096,Chilomastix sp.,Macaca sinica,Polonnaruwa,0.124,Protozoa,0,0,0,0,0,0
5977,Entamoeba sp.,Macaca sinica,Polonnaruwa,0.34,Protozoa,0,0,0,0,0,0
5978,Entamoeba sp.,Macaca sinica,Polonnaruwa,0.33,Protozoa,0,0,0,0,0,0
5979,Entamoeba sp.,Macaca sinica,Polonnaruwa,0.31,Protozoa,0,0,0,0,0,0
5980,Entamoeba sp.,Macaca sinica,Polonnaruwa,0.38,Protozoa,0,0,0,0,0,0
6098,Entamoeba sp.,Macaca sinica,Polonnaruwa,0.337,Protozoa,0,0,0,0,0,0
7128,Deltaretrovirus Primate T-lymphotropic virus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7304,Deltaretrovirus Primate T-lymphotropic virus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7310,Deltaretrovirus Primate T-lymphotropic virus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7315,Deltaretrovirus Primate T-lymphotropic virus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7320,Deltaretrovirus Primate T-lymphotropic virus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
1607,Trichophyton simii,Macaca sylvanus,Gibraltar,,Fungus,1,0,0,0,0,0
7130,Lentivirus Simian immunodeficiency virus,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
2409,Flavivirus Yellow Fever,Macaca sylvanus,Gibraltar,,Virus,0,0,0,0,1,0
7301,Lentivirus Simian immunodeficiency virus,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7307,Lentivirus Simian immunodeficiency virus,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7313,Lentivirus Simian immunodeficiency virus,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7319,Lentivirus Simian immunodeficiency virus,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7132,Spumavirus Simian foamy virus,Macaca sylvanus,Gibraltar,0.557,Virus,1,1,1,0,0,0
7300,Spumavirus Simian foamy virus,Macaca sylvanus,Gibraltar,0.578,Virus,1,1,1,0,0,0
7306,Spumavirus Simian foamy virus,Macaca sylvanus,Gibraltar,0.529,Virus,1,1,1,0,0,0
7312,Spumavirus Simian foamy virus,Macaca sylvanus,Gibraltar,0.407,Virus,1,1,1,0,0,0
7318,Spumavirus Simian foamy virus,Macaca sylvanus,Gibraltar,0.88,Virus,1,1,1,0,0,0
7131,Betaretrovirus sp.,Macaca sylvanus,Gibraltar,0,Virus,1,,1,1,0,0
7302,Betaretrovirus sp.,Macaca sylvanus,Gibraltar,0,Virus,1,,1,1,0,0
7308,Betaretrovirus sp.,Macaca sylvanus,Gibraltar,0,Virus,1,,1,1,0,0
7314,Betaretrovirus sp.,Macaca sylvanus,Gibraltar,0,Virus,1,,1,1,0,0
7321,Betaretrovirus sp.,Macaca sylvanus,Gibraltar,0,Virus,1,,1,1,0,0
5646,Polyomavirus Simian agent virus 40,Macaca sylvanus,Gibraltar,0.008,Virus,1,0,1,0,0,0
7127,Simplexvirus Cercopithecine herpesvirus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,0,0,0,0
7303,Simplexvirus Cercopithecine herpesvirus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,0,0,0,0
7309,Simplexvirus Cercopithecine herpesvirus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,0,0,0,0
7316,Simplexvirus Cercopithecine herpesvirus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,0,0,0,0
7323,Simplexvirus Cercopithecine herpesvirus 1,Macaca sylvanus,Gibraltar,0,Virus,1,1,0,0,0,0
7129,Cytomegalovirus Macacine betaherpesvirus 3,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7305,Cytomegalovirus Macacine betaherpesvirus 3,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7311,Cytomegalovirus Macacine betaherpesvirus 3,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7317,Cytomegalovirus Macacine betaherpesvirus 3,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
7322,Cytomegalovirus Macacine betaherpesvirus 3,Macaca sylvanus,Gibraltar,0,Virus,1,1,1,0,0,0
415,Paragonimus africanus,Mandrillus leucophaeus,AFRICA,,Helminth,0,0,0,0,0,1
1848,Loa loa,Mandrillus leucophaeus,Kumba,0.962,Helminth,0,0,0,0,1,0
3087,Paragonimus africanus,Mandrillus leucophaeus,South West Province,0.33,Helminth,0,0,0,0,0,1
2533,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus leucophaeus,CAMEROON,0,Virus,1,1,1,0,0,0
545,Lentivirus Simian immunodeficiency virus,Mandrillus leucophaeus,Sanaga River,1,Virus,1,1,1,0,0,0
3339,Spumavirus Simian foamy virus,Mandrillus leucophaeus,CAMEROON,,Virus,1,1,1,0,0,0
1809,Plasmodium gonderi,Mandrillus leucophaeus,CAMEROON,,Protozoa,0,0,0,0,1,0
2030,Plasmodium gonderi,Mandrillus leucophaeus,Kumba ,,Protozoa,0,0,0,0,1,0
3068,Plasmodium gonderi,Mandrillus leucophaeus,CAMEROON,,Protozoa,0,0,0,0,1,0
10722,Lentivirus Simian immunodeficiency virus,Mandrillus leucophaeus,Sanaga River,,Virus,1,1,1,0,0,0
9733,Trichostrongylus sp.,Mandrillus sphinx,Bakoumba,0.122,Helminth,0,0,0,1,0,0
1353,Physaloptera sp.,Mandrillus sphinx,Minkouala village,,Helminth,0,0,0,0,0,1
1354,Physaloptera sp.,Mandrillus sphinx,Djidji,,Helminth,0,0,0,0,0,1
2317,Dicrocoelium sp.,Mandrillus sphinx,GUINEA,,Helminth,0,0,0,0,0,1
2314,Loa loa,Mandrillus sphinx,CAMEROON,,Helminth,0,0,0,0,1,0
2321,Hepatocystis kochi,Mandrillus sphinx,NIGERIA,,Protozoa,0,0,0,0,1,0
2322,Hepatocystis kochi,Mandrillus sphinx,GUINEA,,Protozoa,0,0,0,0,1,0
2319,Watsonius sp.,Mandrillus sphinx,GUINEA,,Helminth,0,0,0,0,0,1
2315,Oesophagostomum bifurcum,Mandrillus sphinx,GUINEA,,Helminth,0,0,0,1,0,0
769,Lentivirus Simian immunodeficiency virus,Mandrillus sphinx,CAMEROON,1,Virus,1,1,1,0,0,0
2534,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,CAMEROON,0,Virus,1,1,1,0,0,0
2535,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,GABON,0.1,Virus,1,1,1,0,0,0
9735,Enterobius vermicularis,Mandrillus sphinx,Bakoumba,0.017,Helminth,1,0,0,1,0,0
2312,Dipetalonema witei,Mandrillus sphinx,AFRICA,,Helminth,0,0,0,0,1,0
2316,Brodenia laciniata,Mandrillus sphinx,GUINEA,,Helminth,0,0,0,0,0,1
10720,Lentivirus Simian immunodeficiency virus,Mandrillus sphinx,Lope,,Virus,1,1,1,0,0,0
7801,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,CAMEROON,1,Virus,1,1,1,0,0,0
10223,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,GABON,1,Virus,1,1,1,0,0,0
2320,Balantidium coli,Mandrillus sphinx,GUINEA,,Protozoa,1,0,0,1,0,0
544,Lentivirus Simian immunodeficiency virus,Mandrillus sphinx,Lope,0.769,Virus,1,1,1,0,0,0
9732,Strongyloides sp.,Mandrillus sphinx,Bakoumba,0.162,Helminth,0,0,0,1,0,0
7462,Staphylococcus aureus,Mandrillus sphinx,GABON,0.333,Bacteria,1,0,1,1,0,0
7453,Hepatocystis sp.,Mandrillus sphinx,CIRMF,0.005,Protozoa,0,0,0,0,1,0
6195,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,Lope,0.783,Virus,1,1,1,0,0,0
6234,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,Lope,0.883,Virus,1,1,1,0,0,0
6235,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,Lope,0.5,Virus,1,1,1,0,0,0
10235,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,GABON,1,Virus,1,1,1,0,0,0
10509,Deltaretrovirus Primate T-lymphotropic virus 1,Mandrillus sphinx,CAMEROON,,Virus,1,1,1,0,0,0
2313,Mansonella vanhoofi,Mandrillus sphinx,GUINEA,,Helminth,0,0,0,0,1,0
2318,Watsonius deschiensi ,Mandrillus sphinx,GUINEA,,Helminth,0,0,0,0,0,1
1355,Streptopharagus sp.,Mandrillus sphinx,Minkouala village,,Helminth,0,0,0,0,0,1
7452,Plasmodium gonderi,Mandrillus sphinx,CIRMF,0.019,Protozoa,0,0,0,0,1,0
10208,Spumavirus Simian foamy virus,Mandrillus sphinx,Lope ,0.462,Virus,1,1,1,0,0,0
9734,Mammomonogamus sp.,Mandrillus sphinx,Bakoumba,0.014,Helminth,0,0,0,1,0,1
5994,Deltaretrovirus sp.,Mandrillus sphinx,CAMEROON,0.286,Virus,1,1,1,0,0,0
7451,Plasmodium sp.,Mandrillus sphinx,CIRMF,0.009,Protozoa,0,0,0,0,1,0
